Rk,Player,Age,Team,Pos,G,GS,Int,Int Yds,IntTD,Lng Int,PD,FF,Fmb,FR,Yds,FR TD,Sack,Comb Tackles,Solo Tackles,Tackle Ast,TFL,QBHits,Safety,Awards
1,Dre'Mont Jones,28,2TM,OLB,18,17,0,0,0,0,1,0,0,2,2,0,7,43,19,24,7,24,0,
1,Dre'Mont Jones,28,TEN,OLB,9,9,0,0,0,0,0,0,0,1,2,0,4.5,26,13,13,5,9,0,
1,Dre'Mont Jones,28,BAL,DE,9,8,0,0,0,0,1,0,0,1,0,0,2.5,17,6,11,2,15,0,
2,Rashid Shaheed,27,2TM,WR,18,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,PB
2,Rashid Shaheed,27,NOR,WR,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,Rashid Shaheed,27,SEA,WR,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3,Jonathan Allen,30,MIN,DL,17,17,0,0,0,0,0,0,0,1,0,0,3.5,68,29,39,7,11,0,
4,Josh Allen,29,BUF,QB,17,17,0,0,0,0,0,0,7,2,-17,0,0,0,0,0,0,0,0,PBAP MVP-3
5,Zach Allen,28,DEN,DL,17,17,0,0,0,0,6,0,0,0,0,0,7,38,14,24,4,47,0,PBAP-1
6,Will Anderson,24,HOU,DE,17,17,0,0,0,0,3,3,0,2,0,1,12,54,35,19,20,23,0,PBAP-1AP DPoY-2
7,AJ Barner,23,SEA,TE,17,17,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,
8,Derrick Barnes,26,DET,LB,17,17,1,23,0,23,3,0,0,0,0,0,4,78,40,38,6,5,1,
9,Cody Barton,29,TEN,LB,17,17,3,25,1,24,11,0,0,0,0,0,1,81,37,44,4,1,0,
10,Graham Barton,23,TAM,C,17,17,0,0,0,0,0,0,1,1,-11,0,0,0,0,0,0,0,0,
11,Jessie Bates III,28,ATL,S,17,17,3,54,1,34,6,1,0,0,0,0,0,98,57,41,1,2,0,AP-2
12,Jordan Battle,25,CIN,S,17,17,4,6,0,4,6,2,0,0,0,0,0,125,62,63,2,0,0,
13,Keeanu Benton,24,PIT,DT,17,17,0,0,0,0,1,1,0,0,0,0,5.5,51,25,26,6,12,0,
14,Cole Bishop,23,BUF,S,17,17,3,16,0,12,7,0,0,0,0,0,2,85,53,32,4,2,0,
15,Nick Bolton,25,KAN,LB,17,17,1,0,0,0,6,1,0,0,0,0,1,154,73,81,10,7,0,
16,Garrett Bradbury,30,NWE,C,17,17,0,0,0,0,0,0,2,0,-27,0,0,0,0,0,0,0,0,
17,Jaquan Brisker,26,CHI,DB,17,17,1,32,0,32,8,0,0,0,0,0,1,93,52,41,1,3,0,
18,Jordyn Brooks,28,MIA,LB,17,17,0,0,0,0,3,1,0,1,2,0,3.5,183,99,84,13,4,0,AP-1
19,Chase Brown,25,CIN,RB,17,17,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
20,Derrick Brown,27,CAR,DT,17,17,0,0,0,0,7,1,0,0,0,0,5,73,33,40,5,11,0,
21,Orlando Brown Jr.,29,CIN,OT,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
22,Calen Bullock,22,HOU,S,17,17,4,40,0,29,10,1,0,0,0,0,0,64,44,20,0,0,0,PB
23,Brian Burns,27,NYG,OLB,17,17,0,0,0,0,7,3,0,1,23,0,16.5,67,39,28,22,31,0,PBAP-2
24,Devin Bush Jr.,27,CLE,LB,17,17,3,164,2,97,8,2,0,1,0,0,2,125,63,62,7,4,0,
25,Kevin Byard,32,CHI,DB,17,17,7,91,0,35,8,0,0,0,0,0,0,93,61,32,4,0,0,PBAP-1
26,Camryn Bynum,27,IND,S,17,17,4,22,0,14,8,1,0,1,0,0,1,81,50,31,3,0,0,
27,Calais Campbell,39,ARI,DL,17,17,0,0,0,0,2,0,0,0,0,0,6.5,43,23,20,9,16,0,
28,Jack Campbell,25,DET,LB,17,17,0,0,0,0,4,3,0,2,2,0,5,176,89,87,9,5,0,PBAP-1
29,Bradley Chubb,29,MIA,LB/OLB,17,17,0,0,0,0,0,2,0,1,2,0,8.5,47,24,23,8,20,0,
30,Kenny Clark,30,DAL,DT,17,17,0,0,0,0,0,0,0,0,0,0,3,36,17,19,6,9,0,
31,Josh Conerly,22,WAS,OT,17,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
32,Chamarri Conner,25,KAN,DB,17,17,1,1,0,1,2,2,0,0,0,0,2,117,75,42,4,5,0,
33,Bryan Cook,26,KAN,S,17,17,0,0,0,0,6,0,0,0,0,0,0,85,50,35,1,0,0,
34,James Cook,26,BUF,RB,17,17,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,PBAP-2
35,Jonathon Cooper,27,DEN,OLB,17,17,0,0,0,0,4,0,0,0,0,0,8,50,23,27,8,16,0,
36,Nick Cross,24,IND,S,17,17,1,0,0,0,5,1,0,0,0,0,2.5,120,72,48,5,6,0,
37,Kamren Curl,26,LAR,S,17,17,2,0,0,0,5,1,0,0,0,0,2,122,79,43,2,2,0,
38,Drew Dalman,27,CHI,OL,17,17,0,0,0,0,0,0,1,1,-18,0,0,0,0,0,0,0,0,PB
39,Sam Darnold,28,SEA,QB,17,17,0,0,0,0,0,1,11,1,-4,0,0,0,0,0,0,0,0,PB
40,Lavonte David,35,TAM,LB,17,17,1,3,0,3,3,2,0,2,0,0,3.5,114,61,53,8,6,0,
41,Carlton Davis,29,NWE,CB,17,17,0,0,0,0,10,0,0,0,0,0,0,69,39,30,3,1,0,
42,Demario Davis,36,NOR,LB,17,17,0,0,0,0,3,2,0,1,0,0,0.5,143,64,79,6,2,0,
43,Jordan Davis,25,PHI,DT,17,17,0,0,0,0,6,0,0,0,0,0,4.5,72,34,38,9,6,0,
44,Kalia Davis,27,SFO,DL,17,17,0,0,0,0,3,0,0,0,0,0,0.5,28,10,18,4,2,0,
45,Gervon Dexter,24,CHI,DL,17,17,0,0,0,0,0,0,0,2,0,0,6,44,21,23,6,11,0,
46,YaYa Diaby,26,TAM,OLB,17,17,0,0,0,0,1,1,0,0,0,0,7,50,29,21,13,19,0,
47,Kaden Elliss,30,ATL,LB,17,17,1,16,0,16,6,1,0,0,0,0,3.5,107,59,48,10,10,0,
48,Zay Flowers,25,BAL,WR,17,17,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,PB
49,Zaire Franklin,29,IND,LB,17,17,0,0,0,0,5,1,0,0,0,0,2,125,62,63,7,6,0,
50,Hjalte Froholdt,29,ARI,OL,17,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
51,Myles Garrett,30,CLE,DE,17,17,0,0,0,0,1,3,0,0,0,0,23,60,43,17,33,39,0,PBAP-1AP DPoY-1
52,Jahmyr Gibbs,23,DET,RB,17,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,PB
53,Jared Goff,31,DET,QB,17,17,0,0,0,0,0,0,6,1,-23,0,0,0,0,0,0,0,0,PB
54,Mason Graham,22,CLE,DT,17,17,0,0,0,0,4,0,0,0,0,0,0.5,49,28,21,7,4,0,
55,DaVon Hamilton,28,JAX,DT,17,17,0,0,0,0,0,0,0,0,0,0,1,38,15,23,3,3,0,
56,Derrick Henry,31,BAL,RB,17,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
57,Cameron Heyward,36,PIT,DT,17,17,0,0,0,0,6,1,0,0,0,0,3.5,78,38,40,9,9,0,AP-2
58,Ronnie Hickman,24,CLE,S,17,17,2,31,0,16,7,0,0,0,0,0,0,103,51,52,1,0,0,
59,B.J. Hill,30,CIN,DT,17,17,0,0,0,0,0,0,0,0,0,0,4,66,29,37,5,9,0,
60,Daxton Hill,25,CIN,CB,17,17,1,0,0,0,11,0,0,0,0,0,0,88,57,31,2,0,0,
61,Josh Hines-Allen,28,JAX,DE,17,17,0,0,0,0,3,0,0,0,0,0,8,49,28,21,12,28,1,
62,Talanoa Hufanga,26,DEN,S,17,17,0,0,0,0,11,1,0,0,0,0,2,106,67,39,6,3,0,AP-2
63,Creed Humphrey,26,KAN,C,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PBAP-1
64,Danielle Hunter,31,HOU,DE,17,17,0,0,0,0,3,3,0,1,0,0,15,54,28,26,15,22,0,AP-2
65,Aidan Hutchinson,25,DET,DE,17,17,1,58,0,58,3,4,0,1,0,0,14.5,54,36,18,14,35,0,PBAP-2AP DPoY-5AP CPoY-2
66,Michael Jackson,28,CAR,CB,17,17,4,102,1,54,19,1,0,0,0,0,0,68,54,14,4,0,0,
67,Ashton Jeanty,22,LVR,RB,17,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
68,Chris Jones,31,KAN,DT,17,17,0,0,0,0,2,0,0,0,0,0,7,29,15,14,12,25,0,PB
69,Jack Jones,28,MIA,CB,17,17,1,7,0,7,6,2,0,0,0,0,0,77,49,28,4,0,0,
70,Cameron Jordan,36,NOR,DE,17,17,0,0,0,0,2,2,1,1,0,0,10.5,47,32,15,15,15,0,
71,Travis Kelce,36,KAN,TE,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PB
72,Javon Kinlaw,28,WAS,DT,17,17,0,0,0,0,0,1,0,0,0,0,0,43,24,19,5,3,0,
73,Nathan Landman,27,LAR,LB,17,17,1,0,0,0,6,4,0,2,0,0,2.5,132,64,68,8,5,0,
74,Dexter Lawrence,28,NYG,DL,17,17,1,37,0,37,4,0,0,0,0,0,0.5,31,14,17,4,8,0,
75,Trevor Lawrence,26,JAX,QB,17,17,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,AP MVP-5AP CPoY-4
76,Deommodore Lenoir,26,SFO,DB,17,17,2,90,0,64,5,0,1,0,0,0,0,61,39,22,4,0,0,
77,Frankie Luvu,29,WAS,LB,17,17,0,0,0,0,6,2,0,0,0,0,3,86,42,44,5,6,0,
78,Drake Maye,23,NWE,QB,17,17,0,0,0,0,0,0,8,5,-7,0,0,0,0,0,0,0,0,PBAP-2AP MVP-2AP OPoY-5
79,Baker Mayfield,30,TAM,QB,17,17,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,
80,Christian McCaffrey,29,SFO,RB,17,17,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,PBAP-1AP MVP-4AP OPoY-2AP CPoY-1
81,Kool-Aid McKinstry,23,NOR,CB,17,17,3,0,0,0,17,0,0,0,0,0,0,76,59,17,3,0,0,
82,Colton McKivitz,29,SFO,OL,17,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
83,Tetairoa McMillan,22,CAR,WR,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AP ORoY-1
84,Amarius Mims,23,CIN,OT,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
85,D.J. Moore,28,CHI,WR,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
86,Riley Moss,25,DEN,CB,17,17,1,0,0,0,19,0,0,0,0,0,1,80,57,23,3,1,0,
87,Byron Murphy,27,MIN,CB,17,17,2,15,0,15,7,0,0,1,0,0,0,71,48,23,3,0,0,
88,Byron Murphy,23,SEA,DT,17,17,0,0,0,0,0,0,0,0,0,0,7,62,22,40,7,13,0,
89,Josh Myers,27,NYJ,C,17,17,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,
90,Ryan Neuzil,28,ATL,OL,17,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
91,Bo Nix,25,DEN,QB,17,17,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,
92,Keisean Nixon,28,GNB,CB,17,17,1,0,0,0,17,0,1,1,22,0,0,72,58,14,3,1,0,PB
93,Bobby Okereke,29,NYG,LB,17,17,2,54,0,47,6,0,0,1,0,0,1,143,78,65,2,1,0,
94,Foyesade Oluokun,30,JAX,LB,17,17,1,0,0,0,11,2,0,1,0,0,1,143,69,74,5,2,0,
95,David Onyemata,33,ATL,DL,17,17,0,0,0,0,0,0,0,0,0,0,1,62,29,33,7,2,0,
96,Patrick Paul,24,MIA,OT,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
97,Harrison Phillips,29,NYJ,DL,17,17,0,0,0,0,2,1,0,0,0,0,0.5,60,22,38,5,1,0,
98,Isaiah Pola-Mao,26,LVR,S,17,17,2,0,0,0,4,0,0,0,0,0,0,92,58,34,4,0,0,
99,Tony Pollard,28,TEN,RB,17,17,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,
100,Dak Prescott,32,DAL,QB,17,17,0,0,0,0,0,0,6,3,-6,0,0,0,0,0,0,0,0,PBAP CPoY-3
101,Patrick Queen,26,PIT,LB,17,17,0,0,0,0,4,1,0,1,0,0,1,120,56,64,8,5,0,
102,Jalen Ramsey,31,PIT,CB,17,17,1,2,0,2,8,0,0,0,0,0,3,88,53,35,4,4,0,PB
103,Sheldon Rankins,31,HOU,DT,17,17,0,0,0,0,0,0,0,1,32,1,3,35,15,20,5,9,0,
104,D.J. Reader,31,DET,DL,17,17,0,0,0,0,0,0,0,0,0,0,0,28,11,17,0,4,0,
105,Roy Robertson-Harris,32,NYG,DT,17,17,0,0,0,0,1,0,0,0,0,0,0,35,19,16,3,6,0,
106,Bijan Robinson,23,ATL,RB,17,17,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,PBAP-1AP OPoY-4
107,Nick Scott,30,CAR,FS,17,17,1,0,0,0,3,0,0,1,0,0,0,111,64,47,0,0,0,
108,Zach Sieler,30,MIA,DT,17,17,0,0,0,0,1,0,0,1,5,0,5.5,47,29,18,10,9,0,
109,Peter Skoronski,24,TEN,OL,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
110,Tedarrell Slaton,28,CIN,DT,17,17,0,0,0,0,0,0,0,0,0,0,3,52,19,33,4,7,0,
111,Jaxon Smith-Njigba,23,SEA,WR,17,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,PBAP-1AP OPoY-1
112,Amon-Ra St. Brown,26,DET,WR,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PBAP-2
113,Matthew Stafford,37,LAR,QB,17,17,0,0,0,0,0,0,7,3,-30,0,0,0,0,0,0,0,0,PBAP-1AP MVP-1
114,Grover Stewart,32,IND,DT,17,17,1,3,0,3,4,1,0,0,0,0,0.5,55,23,32,5,7,0,
115,Derek Stingley Jr.,24,HOU,CB,17,17,4,68,1,31,15,1,0,0,0,0,0,36,26,10,1,0,0,PBAP-1
116,Geno Stone,26,CIN,S,17,17,2,57,1,32,4,0,0,0,0,0,2,104,65,39,4,4,0,
117,Josh Sweat,28,ARI,OLB,17,17,0,0,0,0,2,4,0,1,2,0,12,30,20,10,13,17,0,
118,Montez Sweat,29,CHI,DL,17,17,0,0,0,0,5,3,0,1,0,0,10,53,36,17,13,18,0,
119,Teair Tart,28,LAC,DL,17,17,0,0,0,0,4,1,0,1,0,0,0,32,22,10,4,1,0,
120,Jonathan Taylor,26,IND,RB,17,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,PB
121,Dalvin Tomlinson,31,ARI,DT,17,17,0,0,0,0,1,0,0,0,0,0,1,26,13,13,3,3,0,
122,Drue Tranquill,30,KAN,LB,17,17,0,0,0,0,1,1,0,1,0,0,2,103,55,48,10,3,0,
123,Kobie Turner,26,LAR,DE,17,17,1,10,0,10,3,0,0,1,0,0,7,48,24,24,9,14,0,
124,Vita Vea,30,TAM,NT,17,17,0,0,0,0,2,0,0,1,0,0,4.5,34,16,18,7,13,0,
125,Jared Verse,25,LAR,OLB,17,17,0,0,0,0,1,3,0,0,0,0,7.5,58,35,23,11,27,0,PB
126,Bobby Wagner,35,WAS,MLB,17,17,2,7,0,6,4,0,0,0,0,0,4.5,162,79,83,8,9,0,
127,Kenneth Walker III,25,SEA,RB,17,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
128,Cam Ward,23,TEN,QB,17,17,0,0,0,0,0,0,11,1,-2,0,0,0,0,0,0,0,0,
129,Xavier Watts,24,ATL,S,17,17,5,32,0,32,11,0,0,1,5,0,0,96,59,37,0,0,0,AP DRoY-4
130,Devin White,27,LVR,LB,17,17,1,0,0,0,3,1,0,0,0,0,2.5,174,95,79,11,7,0,
131,Nate Wiggins,22,BAL,CB,17,17,3,84,0,61,14,0,0,0,0,0,0,76,57,19,2,0,0,
132,Elijah Wilkinson,30,ATL,OL,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
133,Caleb Williams,24,CHI,QB,17,17,0,0,0,0,0,0,9,6,-37,0,0,0,0,0,0,0,0,
134,Kyren Williams,25,LAR,RB,17,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
135,Leonard Williams,31,SEA,DT,17,17,0,0,0,0,1,0,0,0,0,0,7,62,33,29,9,22,0,PBAP-2
136,Antoine Winfield Jr.,27,TAM,S,17,17,2,5,0,5,8,1,0,1,0,0,1,93,53,40,4,4,0,PB
137,Dee Winters,25,SFO,LB,17,17,1,74,1,74,5,0,0,0,0,0,0,101,67,34,8,3,0,
138,Byron Young,27,LAR,OLB,17,17,0,0,0,0,0,1,0,0,0,0,12,82,45,37,12,29,0,PB
139,Christian Barmore,26,NWE,DT,17,16,0,0,0,0,0,0,0,0,0,0,2,29,15,14,4,11,0,
140,Nik Bonitto,26,DEN,OLB,17,16,0,0,0,0,1,2,0,0,0,0,14,46,31,15,14,28,0,PBAP DPoY-4
141,Grant Delpit,27,CLE,S,17,16,1,25,0,25,4,2,0,2,0,0,3,89,48,41,4,7,0,
142,Travis Etienne,26,JAX,RB,17,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
143,Braden Fiske,25,LAR,DE,17,16,0,0,0,0,1,0,0,1,0,0,3,30,11,19,4,10,0,
144,Zach Frazier,24,PIT,C,17,16,0,0,0,0,0,0,1,0,-16,0,0,0,0,0,0,0,0,
145,Logan Hall,25,TAM,DL,17,16,0,0,0,0,1,1,0,0,0,0,1.5,39,18,21,2,6,0,
146,Jerry Jeudy,26,CLE,WR,17,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
147,Quan Martin,25,WAS,S,17,16,0,0,0,0,3,1,0,0,0,0,0,99,52,47,1,2,0,
148,Kenneth Murray,27,DAL,MLB,17,16,0,0,0,0,2,0,0,1,0,0,1,81,38,43,4,3,0,
149,Kwity Paye,27,IND,DE,17,16,0,0,0,0,1,0,0,0,0,0,4,39,15,24,6,9,0,
150,Jordan Phillips,21,MIA,DT,17,16,0,0,0,0,0,0,0,0,0,0,0,34,8,26,1,1,0,
151,Elandon Roberts,31,LVR,LB,17,16,0,0,0,0,1,0,0,1,0,0,0,90,42,48,6,1,0,
152,A'Shawn Robinson,30,CAR,DT,17,16,0,0,0,0,3,0,1,1,3,0,2.5,65,21,44,3,8,0,
153,Jonas Sanker,23,NOR,S,17,16,2,29,0,29,6,0,0,1,27,0,0,80,46,34,3,0,0,
154,Jamien Sherwood,25,NYJ,LB,17,16,0,0,0,0,8,0,0,0,0,0,2,154,71,83,8,5,0,
155,Alontae Taylor,27,NOR,CB,17,16,2,21,0,11,11,0,0,0,0,0,2,83,59,24,7,3,0,
156,Tommy Tremble,25,CAR,TE,17,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
157,DJ Turner,25,CIN,CB,17,16,2,7,0,7,18,2,0,1,7,0,0,40,28,12,2,0,0,
158,Deone Walker,21,BUF,DT,17,16,0,0,0,0,4,0,0,1,6,0,1,39,17,22,8,4,0,
159,Rasheed Walker,25,GNB,T,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
160,Eric Wilson,31,MIN,LB,17,16,0,0,0,0,0,4,0,0,0,0,6.5,115,60,55,17,10,0,
161,Colby Wooden,25,GNB,DL,17,16,0,0,0,0,1,0,0,0,0,0,0,50,26,24,6,3,0,
162,Nahshon Wright,27,CHI,CB,17,16,5,118,1,74,11,2,0,3,-1,0,0,80,54,26,3,1,0,PB
163,Cobie Durant,27,LAR,CB,17,15,3,60,1,50,7,0,0,1,0,0,0,40,30,10,1,0,0,
164,Donte Jackson,30,LAC,CB,17,15,4,27,0,21,12,0,0,0,0,0,0,24,16,8,1,0,0,
165,Jonah Laulu,25,LVR,DT,17,15,0,0,0,0,5,0,0,0,0,0,4,51,24,27,8,7,0,
166,George Pickens,24,DAL,WR,17,15,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,PBAP-2
167,Jalen Redmond,26,MIN,DL,17,15,0,0,0,0,5,1,0,2,0,0,6,62,33,29,12,8,0,
168,Isaiah Rodgers,27,MIN,CB,17,15,1,87,1,87,4,2,0,1,66,1,0,66,47,19,4,0,0,
169,Jeremy Ruckert,25,NYJ,TE,17,15,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,
170,Malaki Starks,22,BAL,S,17,15,2,9,0,9,4,0,0,0,0,0,0,84,49,35,1,1,0,
171,Pete Werner,26,NOR,LB,17,15,0,0,0,0,5,0,0,3,0,0,2,81,50,31,4,3,0,
172,Craig Woodson,24,NWE,S,17,15,0,0,0,0,3,0,0,2,0,0,0,79,42,37,4,0,0,
173,Andrew Billings,30,CHI,DL,17,14,0,0,0,0,0,0,0,0,0,0,1,31,19,12,6,5,0,
174,Emmanuel Forbes,24,LAR,CB,17,14,3,43,0,31,18,1,0,0,0,0,0,45,32,13,0,0,0,
175,Davon Godchaux,31,NOR,DT,17,14,0,0,0,0,0,1,0,0,0,0,0,43,14,29,2,1,0,
176,John Jenkins,36,BAL,DT,17,14,0,0,0,0,1,2,0,1,13,0,1,39,16,23,3,1,0,
177,Demetrius Knight,25,CIN,LB,17,14,2,39,0,39,7,1,0,0,0,0,3,106,58,48,4,5,0,
178,Jacob Martin,30,WAS,DE,17,14,0,0,0,0,1,1,0,0,0,0,5.5,39,17,22,3,18,0,
179,Malachi Moore,24,NYJ,DB,17,14,0,0,0,0,3,1,1,1,25,0,0,101,56,45,3,0,0,
180,Mike Sainristil,25,WAS,CB,17,14,4,78,0,55,12,1,1,0,0,0,0,85,51,34,1,0,0,
181,Drake Thomas,25,SEA,LB,17,14,1,0,0,0,8,0,0,1,8,0,3.5,96,47,49,10,6,0,
182,Henry To'oTo'o,24,HOU,LB,17,14,0,0,0,0,4,0,0,1,0,0,2.5,95,42,53,9,4,0,
183,Thomas Booker,26,LVR,DT,17,13,0,0,0,0,5,1,0,1,0,0,0,44,16,28,1,7,0,
184,Ji'Ayir Brown,25,SFO,S,17,13,2,4,0,4,6,1,0,0,0,0,0,76,44,32,2,0,0,
185,Akeem Davis-Gaither,28,ARI,LB,17,13,1,0,0,0,5,1,0,1,0,0,0,117,51,66,2,1,0,
186,Stone Forsythe,28,LVR,OL,17,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
187,Osa Odighizuwa,27,DAL,DT,17,13,0,0,0,0,0,0,0,0,0,0,3.5,44,16,28,6,23,0,
188,Charlie Woerner,28,ATL,TE,17,13,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,
189,Tyson Campbell,25,2TM,CB,17,17,1,34,1,34,18,2,0,0,0,0,0,87,54,33,2,1,0,
189,Tyson Campbell,25,JAX,CB,5,5,0,0,0,0,6,1,0,0,0,0,0,34,22,12,1,0,0,
189,Tyson Campbell,25,CLE,CB,12,12,1,34,1,34,12,1,0,0,0,0,0,53,32,21,1,1,0,
190,Barrett Carter,23,CIN,LB,17,12,1,16,0,16,4,0,0,0,0,0,0,106,53,53,1,1,0,
191,Alohi Gilman,28,2TM,S,17,17,0,84,1,84,9,1,0,2,11,0,0,90,50,40,1,1,0,
191,Alohi Gilman,28,LAC,S,5,5,0,0,0,0,3,0,0,0,0,0,0,22,11,11,0,0,0,
191,Alohi Gilman,28,BAL,S,12,12,0,84,1,84,6,1,0,2,11,0,0,68,39,29,1,1,0,
192,Isaiah McDuffie,26,GNB,LB,17,12,1,0,0,0,1,0,0,0,0,0,1,92,47,45,3,3,0,
193,Drew Sample,29,CIN,TE,17,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
194,JuJu Smith-Schuster,29,KAN,WR,17,12,0,0,0,0,0,0,0,1,-5,0,0,0,0,0,0,0,0,
195,Adam Trautman,28,DEN,TE,17,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
196,Jihad Ward,31,TEN,OLB,17,12,0,0,0,0,4,0,0,0,0,0,5,31,15,16,4,22,0,
197,Tyler Warren,23,IND,TE,17,12,0,0,0,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,PB
198,Mark Andrews,30,BAL,TE,17,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
199,Mekhi Blackmon,26,IND,CB,17,11,2,41,0,32,7,0,0,0,0,0,1,64,50,14,2,0,0,
200,Rico Dowdle,27,CAR,RB,17,11,0,0,0,0,0,0,2,2,-10,0,0,0,0,0,0,0,0,
201,Dante Fowler,31,DAL,DE,17,11,0,0,0,0,3,0,0,0,0,0,3,15,10,5,4,10,0,
202,Greg Newsome II,25,2TM,CB,17,16,1,0,0,0,9,0,0,0,0,0,0,52,41,11,2,0,0,
202,Greg Newsome II,25,CLE,CB,5,5,0,0,0,0,3,0,0,0,0,0,0,23,18,5,2,0,0,
202,Greg Newsome II,25,JAX,CB,12,11,1,0,0,0,6,0,0,0,0,0,0,29,23,6,0,0,0,
203,Ty Okada,26,SEA,FS,17,11,1,0,0,0,6,0,0,1,0,0,1.5,65,46,19,3,2,0,
204,Sean Rhyan,25,GNB,G,17,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
205,Carrington Valentine,24,GNB,CB,17,11,0,0,0,0,4,0,0,0,0,0,0,31,25,6,0,0,0,
206,Darrell Baker,27,TEN,CB,17,10,0,0,0,0,7,0,0,0,0,0,0,55,39,16,0,0,0,
207,Jihaad Campbell,21,PHI,LB,17,10,1,0,0,0,3,1,0,1,0,0,0,80,44,36,2,1,0,
208,Chimere Dike,24,TEN,WR,17,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,PBAP-1
209,Payne Durham,25,TAM,TE,17,10,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
210,Jake Ferguson,26,DAL,TE,17,10,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,PB
211,Poona Ford,30,LAR,NT,17,10,0,0,0,0,1,0,0,0,0,0,2,47,19,28,4,5,0,
212,Luke Fortner,27,NOR,OL,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
213,Elijah Higgins,25,ARI,TE,17,10,0,0,0,0,0,0,1,0,0,0,0,10,5,5,0,0,0,
214,Alec Ingold,29,MIA,FB,17,10,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,
215,Juwan Johnson,29,NOR,TE,17,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
216,Sebastian Joseph-Day,30,TEN,DE,17,10,0,0,0,0,0,0,0,1,0,0,2,41,22,19,6,6,0,
217,Myles Murphy,23,CIN,DE,17,10,0,0,0,0,3,0,0,1,0,0,5.5,52,28,24,6,10,0,
218,Luke Musgrave,25,GNB,TE,17,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
219,Darien Porter,24,LVR,CB,17,10,0,0,0,0,3,0,0,1,0,0,0,42,29,13,0,0,0,
