Rk,Player,Age,Team,Pos,G,GS,Int,Int Yds,IntTD,Lng Int,PD,FF,Fmb,FR,Yds,FR TD,Sack,Comb Tackles,Solo Tackles,Tackle Ast,TFL,QBHits,Safety,Awards
448,Dare Ogunbowale,31,HOU,RB,17,0,0,0,0,0,0,0,1,1,6,0,0,16,8,8,0,0,0,
449,Kitan Oladapo,25,GNB,S,17,0,0,0,0,0,1,0,0,0,0,0,0,10,7,3,0,0,0,
450,Segun Olubi,26,IND,LB,17,0,0,0,0,0,0,1,0,0,0,0,0,11,9,2,0,0,0,
451,Charles Omenihu,28,KAN,DE,17,0,0,0,0,0,0,0,0,0,0,0,3.5,28,15,13,5,13,0,
452,Matthew Orzech,30,GNB,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,
453,Jonathan Owens,30,CHI,S,17,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10,0,0,0,
454,Owen Pappoe,25,ARI,LB,17,0,0,0,0,0,2,0,0,0,0,0,0,27,12,15,0,0,0,
455,Riley Patterson,26,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,
456,Dell Pettus,24,NWE,S,17,0,0,0,0,0,2,1,0,0,0,0,1,20,11,9,1,1,0,
457,Bradley Pinion,31,ATL,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
458,Nehemiah Pritchett,24,SEA,CB,17,0,0,0,0,0,2,0,0,0,0,0,0,14,11,3,0,0,0,
459,Will Reichard,24,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,AP-1
460,Luke Rhodes,33,IND,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
461,Bo Richter,25,MIN,OLB,17,0,0,0,0,0,1,0,0,0,0,0,0,11,6,5,0,0,0,
462,Chris Rumph,27,NOR,DE,17,0,0,0,0,0,1,1,0,0,0,0,2,47,24,23,3,4,0,
463,Trent Sieg,30,DAL,LS,17,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
464,JL Skinner,24,DEN,S,17,0,0,0,0,0,0,0,0,1,0,0,0,12,8,4,0,0,0,
465,Dawuane Smoot,30,JAX,DE,17,0,0,0,0,0,0,0,0,0,0,0,2,23,10,13,3,5,0,
466,Isaiah Stalbird,25,NOR,LB,17,0,0,0,0,0,1,0,0,0,0,0,2,25,12,13,2,3,0,
467,Josaiah Stewart,22,LAR,OLB,17,0,0,0,0,0,2,1,0,0,0,0,3,22,13,9,3,6,0,
468,Chris Stoll,27,SEA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
469,Jordan Stout,27,BAL,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,PBAP-1
470,Grant Stuard,27,DET,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,19,6,13,1,0,0,
471,Danny Stutsman,22,NOR,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,53,25,28,0,0,0,
472,Rex Sunahara,29,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,
473,Andre Szmyt,27,CLE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
474,Tory Taylor,28,CHI,P,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
475,Cameron Thomas,25,CLE,DE,17,0,0,0,0,0,0,0,0,0,0,0,2.5,28,7,21,1,7,0,
476,Rodney Thomas II,27,IND,S,17,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7,1,1,0,
477,Tavierre Thomas,29,MIN,S,17,0,0,0,0,0,0,1,0,0,0,0,0,23,11,12,0,0,0,
478,Dondrea Tillman,27,DEN,OLB,17,0,2,59,0,36,3,0,0,0,0,0,4,41,13,28,3,9,0,
479,Robert Tonyan,31,KAN,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
480,Sean Tucker,24,TAM,RB,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
481,William Wagner,25,CIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,
482,Marlowe Wax,23,LAC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,21,11,10,1,0,0,
483,Jon Weeks,39,SFO,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,PB
484,LaJohntay Wester,23,BAL,WR,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
485,Kendall Williamson,25,LAC,S,17,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,
486,James Winchester,36,KAN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,
487,Zach Wood,32,NOR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
488,De'Von Achane,24,MIA,RB,16,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,PB
489,Azeez Al-Shaair,28,HOU,LB,16,16,2,0,0,0,9,1,0,1,0,0,0,103,48,55,1,2,0,PB
490,Alex Anzalone,31,DET,LB,16,16,1,14,0,14,9,0,0,0,0,0,2.5,95,52,43,4,6,0,
491,Budda Baker,29,ARI,S,16,16,1,0,0,0,5,0,0,1,1,0,0.5,120,57,63,4,1,0,PB
492,Saquon Barkley,28,PHI,RB,16,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
493,Zack Baun,29,PHI,LB,16,16,2,0,0,0,7,1,0,1,0,0,3.5,123,64,59,7,5,0,PB
494,Reed Blankenship,26,PHI,S,16,16,1,0,0,0,4,1,0,1,0,0,0,83,53,30,1,0,0,
495,Tanor Bortolini,23,IND,C,16,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
496,Ja'Marr Chase,25,CIN,WR,16,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PBAP-1
497,Edgerrin Cooper,24,GNB,LB,16,16,0,0,0,0,4,2,0,1,0,0,0.5,118,63,55,4,3,0,
498,Cooper DeJean,22,PHI,DB,16,16,2,32,0,21,16,1,0,0,0,0,0,93,64,29,4,1,0,PBAP-1
499,SirVocea Dennis,25,TAM,LB,16,16,1,0,0,0,5,0,0,0,0,0,3,101,66,35,10,7,0,
500,Tyrel Dodson,27,MIA,LB,16,16,1,0,0,0,3,1,0,1,6,0,5,129,72,57,10,6,0,
501,Jordan Elliott,28,SFO,DL,16,16,0,0,0,0,1,0,0,0,0,0,0,31,8,23,1,2,0,
502,Cedric Gray,23,TEN,LB,16,16,0,0,0,0,4,0,0,2,19,0,1,164,97,67,7,3,0,
503,Breece Hall,24,NYJ,RB,16,16,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,
504,Kyle Hamilton,24,BAL,S,16,16,0,0,0,0,9,2,0,0,0,0,1,105,59,46,7,4,0,PBAP-1
505,Daiyan Henley,26,LAC,LB,16,16,2,8,0,8,5,0,0,0,0,0,3.5,103,54,49,5,6,0,
506,Justin Herbert,27,LAC,QB,16,16,0,0,0,0,0,0,7,3,-7,0,0,0,0,0,0,0,0,PB
507,Amani Hooker,27,TEN,S,16,16,0,0,0,0,8,0,0,0,0,0,1,81,58,23,3,1,0,
508,Jaycee Horn,26,CAR,CB,16,16,5,46,0,22,8,0,0,0,0,0,0,37,26,11,1,0,0,PB
509,Jalen Hurts,27,PHI,QB,16,16,0,0,0,0,0,0,8,3,-7,0,0,0,0,0,0,0,0,PB
510,Derwin James,29,LAC,S,16,16,3,28,0,21,7,1,0,0,0,0,2,94,50,44,6,8,0,PBAP-2
511,Travis Jones,26,BAL,DL,16,16,0,0,0,0,2,1,0,1,0,0,5,47,20,27,9,9,0,
512,Kamari Lassiter,22,HOU,CB,16,16,4,0,0,0,17,0,0,0,0,0,0,91,62,29,7,1,0,PB
513,Laiatu Latu,25,IND,DE,16,16,3,9,0,6,5,1,0,0,0,0,8.5,45,27,18,12,20,0,
514,DeMarcus Lawrence,33,SEA,LB,16,16,0,0,0,0,1,3,0,3,56,2,6,53,24,29,11,20,0,PB
515,Damien Lewis,28,CAR,G,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
516,Xavier McKinney,27,GNB,S,16,16,2,0,0,0,10,1,0,0,0,0,1,107,54,53,0,2,0,AP-2
517,Quinyon Mitchell,24,PHI,CB,16,16,0,0,0,0,17,0,0,1,6,0,0,45,35,10,0,0,0,PBAP-1
518,Tre'von Moehrig,26,CAR,S,16,16,1,36,0,36,2,0,0,0,0,0,3,103,65,38,14,7,0,
519,Bernhard Raimann,28,IND,T,16,16,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,
520,Aaron Rodgers,42,PIT,QB,16,16,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,
521,Gregory Rousseau,25,BUF,DE,16,16,0,0,0,0,2,1,0,0,0,0,7,46,24,22,6,23,0,
522,Jon Runyan Jr.,28,NYG,G,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
523,Carson Schwesinger,22,CLE,LB,16,16,2,16,0,9,3,0,0,0,0,0,2.5,156,67,89,11,9,0,AP DRoY-1
524,Alex Singleton,32,DEN,LB,16,16,0,0,0,0,4,1,0,0,0,0,1,135,54,81,3,3,0,
525,Tykee Smith,24,TAM,S,16,16,1,0,0,0,13,0,0,2,0,0,2,100,61,39,6,5,0,
526,Tyler Smith,24,DAL,OL,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PB
527,Omar Speights,24,LAR,LB,16,16,0,0,0,0,1,0,0,0,0,0,0,85,45,40,0,0,0,
528,Brandon Stephens,28,NYJ,CB,16,16,0,0,0,0,9,1,0,0,0,0,0,73,47,26,4,0,0,
529,Eric Stokes,26,LVR,CB,16,16,0,0,0,0,5,0,0,0,0,0,0,53,35,18,3,0,0,
530,D'Andre Swift,26,CHI,RB,16,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
531,Tuli Tuipulotu,23,LAC,OLB,16,16,0,0,0,0,3,2,0,1,11,0,13,49,35,14,20,23,0,PB
532,Jaylen Waddle,27,MIA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
533,Tre'Davious White,30,BUF,CB,16,16,1,0,0,0,10,0,0,0,0,0,0,40,29,11,6,0,0,
534,Javonte Williams,25,DAL,RB,16,16,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
535,Andrew Wingard,29,JAX,S,16,16,1,39,0,39,9,0,0,1,0,0,0,84,45,39,3,1,0,
536,Bryce Young,24,CAR,QB,16,16,0,0,0,0,0,0,7,1,-11,0,0,0,0,0,0,0,0,
537,Romeo Doubs,25,GNB,WR,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
538,John Franklin-Myers,29,DEN,DL,16,15,0,0,0,0,0,0,0,0,0,0,7.5,25,12,13,6,15,0,
539,Rashan Gary,28,GNB,DL,16,15,0,0,0,0,1,1,0,1,0,0,7.5,45,25,20,7,20,0,
540,Javon Hargrave,32,MIN,DL,16,15,0,0,0,0,0,1,0,1,0,0,3.5,52,18,34,4,6,0,
541,Josh Jobe,27,SEA,CB,16,15,1,0,0,0,12,0,0,0,0,0,0.5,54,41,13,0,2,0,
542,George Karlaftis III,24,KAN,DE,16,15,0,0,0,0,2,0,0,1,1,0,6,48,25,23,10,23,0,
543,Cole Kmet,26,CHI,TE,16,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
544,Cooper Kupp,32,SEA,WR,16,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
545,Puka Nacua,24,LAR,WR,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PBAP-1AP OPoY-3
546,Wan'Dale Robinson,24,NYG,WR,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
547,Jaylen Warren,27,PIT,RB,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
548,Evan Williams,24,GNB,S,16,15,3,0,0,0,5,0,0,1,0,0,0,100,48,52,4,0,0,
549,D.J. Wonnum,28,CAR,OLB,16,15,1,0,0,0,3,0,0,1,19,0,3,42,19,23,4,4,0,
550,D.J. Jones,30,DEN,DT,16,14,0,0,0,0,1,0,0,0,0,0,3,39,21,18,4,6,0,
551,Harold Fannin,21,CLE,TE,16,13,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,
552,Darnell Washington,24,PIT,TE,16,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
553,Germaine Pratt,29,2TM,LB,16,16,1,0,0,0,10,1,0,2,9,0,0,126,67,59,6,0,0,
553,Germaine Pratt,29,LVR,LB,4,4,0,0,0,0,2,0,0,0,0,0,0,25,10,15,1,0,0,
553,Germaine Pratt,29,IND,LB,12,12,1,0,0,0,8,1,0,2,9,0,0,101,57,44,5,0,0,
554,Deebo Samuel,29,WAS,WR,16,12,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
555,Arik Armstead,32,JAX,DT,16,11,0,0,0,0,0,1,0,0,0,0,5.5,28,13,15,7,8,0,
556,Larry Borom,26,MIA,OL,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
557,Josh Downs,24,IND,WR,16,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
558,Uchenna Nwosu,29,SEA,LB,16,11,0,0,0,0,3,0,0,0,0,0,7,35,17,18,7,15,0,
559,K'Lavon Chaisson,26,NWE,LB,16,10,0,0,0,0,2,2,0,1,4,1,7.5,31,18,13,10,18,0,
560,Gunnar Helm,23,TEN,TE,16,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
561,Khalil Shakir,25,BUF,WR,16,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
562,Kyle Dugger,29,2TM,S,16,13,2,73,1,73,5,0,0,0,0,0,1,59,29,30,2,1,1,
562,Kyle Dugger,29,NWE,S,7,4,0,0,0,0,0,0,0,0,0,0,0,17,7,10,0,0,0,
562,Kyle Dugger,29,PIT,S,9,9,2,73,1,73,5,0,0,0,0,0,1,42,22,20,2,1,1,
563,Cody Simon,23,ARI,LB,16,9,0,0,0,0,2,1,0,0,0,0,0.5,76,30,46,2,1,0,
564,E.J. Speed,30,HOU,LB,16,9,0,0,0,0,1,0,0,0,0,0,0,62,33,29,3,2,0,
565,Dorian Williams,24,BUF,LB,16,9,0,0,0,0,2,0,0,1,0,0,0,63,29,34,1,3,0,
566,Woody Marks,25,HOU,RB,16,8,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,
567,Scott Matlock,25,LAC,FB,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
568,Ifeatu Melifonwu,26,MIA,S,16,8,1,0,0,0,1,0,0,0,0,0,1,53,31,22,1,1,0,
569,Nathan Shepherd,32,NOR,DT,16,8,0,0,0,0,0,1,0,0,0,0,3,47,23,24,4,13,0,
570,Justin Strnad,29,DEN,LB,16,8,1,21,0,21,3,0,0,0,0,0,4.5,58,23,35,5,8,0,
571,DeAundre Alford,28,ATL,CB,16,7,3,59,0,59,13,1,0,1,2,0,2,67,55,12,6,3,0,
572,Karl Brooks,25,GNB,DL,16,7,0,0,0,0,1,0,0,0,0,0,0.5,28,8,20,1,5,0,
573,Troy Dye,29,LAC,LB,16,7,0,0,0,0,4,1,0,1,0,0,1,58,28,30,5,1,0,
574,Jalen Rivers,23,CIN,G,16,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
575,Parker Washington,23,JAX,WR,16,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
576,Riq Woolen,26,SEA,CB,16,7,1,30,0,30,12,0,1,0,0,0,0,41,33,8,1,1,0,
577,Deonte Banks,24,NYG,CB,16,6,0,0,0,0,5,0,0,0,0,0,0,31,24,7,2,0,0,
578,Marquise Brown,28,KAN,WR,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
579,Micheal Clemons,28,NYJ,DL,16,6,0,0,0,0,2,0,0,0,0,0,1,22,9,13,3,5,0,
580,Cam Hart,25,LAC,CB,16,6,1,27,0,27,11,0,0,0,0,0,0,48,37,11,0,1,0,
581,Austin Hooper,31,NWE,TE,16,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
582,Lathan Ransom,23,CAR,S,16,6,1,5,0,5,2,1,0,0,0,0,1,51,21,30,2,1,0,
583,Chau Smith-Wade,23,CAR,CB,16,6,1,11,1,11,2,0,0,0,0,0,0,56,43,13,1,0,0,
584,Jack Bech,23,LVR,WR,16,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
585,Bud Dupree,32,LAC,OLB,16,5,0,0,0,0,1,0,0,0,0,0,2,16,9,7,2,3,0,
586,Myles Harden,24,CLE,CB,16,5,0,0,0,0,4,0,0,0,0,0,0,48,28,20,2,1,0,
587,Jordan Mason,26,MIN,RB,16,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
588,Arian Smith,24,NYJ,WR,16,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,
589,Ryan Flournoy,26,DAL,WR,16,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,
590,D'Marco Jackson,27,CHI,LB,16,4,1,0,0,0,3,0,0,1,0,0,1,43,18,25,2,1,0,
591,Tyrice Knight,25,SEA,LB,16,4,0,0,0,0,0,2,0,0,0,0,2,57,37,20,6,2,0,
592,Upton Stout,23,SFO,CB,16,4,0,0,0,0,5,1,0,0,0,0,1,82,43,39,4,2,0,
593,Brandin Echols,28,PIT,CB,16,3,2,0,0,0,6,1,0,1,0,0,1,48,34,14,3,2,0,
594,P.J. Locke,28,DEN,S,16,3,0,0,0,0,3,0,0,0,0,0,0,16,9,7,1,0,0,
595,Xavier Smith,28,LAR,WR,16,3,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,
596,Darius Alexander,25,NYG,DT,16,2,0,0,0,0,1,0,0,0,0,0,3.5,20,9,11,4,6,0,
597,Trikweze Bridges,25,DAL,CB,16,2,1,7,0,7,3,0,0,0,0,0,0,23,17,6,0,0,0,
598,A.J. Epenesa,27,BUF,DE,16,2,2,25,0,24,4,0,0,1,0,0,2.5,32,17,15,2,9,0,
599,Jordan Howden,25,NOR,DB,16,2,0,0,0,0,0,0,0,1,86,1,0,29,18,11,1,0,0,
600,Mike Pennel,34,2TM,DT,16,2,0,0,0,0,0,0,0,0,0,0,0,26,8,18,1,0,0,
600,Mike Pennel,34,CIN,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,15,4,11,1,0,0,
600,Mike Pennel,34,KAN,NT,8,2,0,0,0,0,0,0,0,0,0,0,0,11,4,7,0,0,0,
601,Levi Drake Rodriguez,25,MIN,DL,16,2,0,0,0,0,0,0,0,0,0,0,2,43,19,24,8,5,0,
602,Benjamin St-Juste,28,LAC,CB,16,2,1,0,0,0,7,0,0,0,0,0,0,37,22,15,0,0,0,
603,Solomon Thomas,30,DAL,DT,16,2,0,0,0,0,1,0,0,0,0,0,0,27,10,17,3,2,0,
604,Tank Bigsby,24,PHI,RB,16,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,
605,Terrell Burgess,27,NOR,S,16,1,0,0,0,0,3,0,0,0,0,0,0,22,10,12,0,0,0,
606,Percy Butler,25,WAS,S,16,1,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,
607,Alfred Collins,24,SFO,DT,16,1,0,0,0,0,2,2,0,2,0,0,1,17,4,13,1,4,0,
608,Easton Mascarenas-Arnold,23,CLE,LB,16,1,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,
609,Bo Melton,26,GNB,CB,16,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,
610,Gunner Olszewski,29,NYG,WR,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
611,Brycen Tremayne,26,CAR,WR,16,1,0,0,0,0,0,0,1,0,0,0,0,15,5,10,0,0,0,
612,James Williams,22,TEN,LB,16,1,0,0,0,0,0,0,0,0,0,0,1,26,22,4,3,1,0,
613,Austin Ajiake,25,IND,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.5,32,13,19,0,2,0,
614,Tyler Badie,25,DEN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,
615,Nick Bellore,36,WAS,LB,16,0,0,0,0,0,0,1,0,0,0,0,0,12,7,5,0,0,0,
616,Tahj Brooks,23,CIN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,
617,Zach Charbonnet,24,SEA,RB,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
618,Isaiah Davis,23,NYJ,RB,16,0,0,0,0,0,0,0,0,1,0,0,0,7,1,6,0,0,0,
619,Akayleb Evans,26,CAR,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,
620,Jamie Gillan,28,NYG,P,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
621,Dylan Horton,25,HOU,DE,16,0,0,0,0,0,0,1,0,0,0,0,0.5,26,11,15,1,4,0,
622,Tristin McCollum,26,LVR,S,16,0,0,0,0,0,1,0,0,0,0,0,0,14,11,3,2,0,0,
623,Larrell Murchison,28,LAR,DE,16,0,0,0,0,0,0,0,0,0,0,0,2,8,2,6,2,3,0,
624,Myles Price,24,MIN,WR,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
625,Jacob Saylors,24,DET,RB,16,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,
626,Brenden Schooler,28,NWE,S,16,0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,0,0,0,
627,Zavier Scott,26,MIN,RB,16,0,0,0,0,0,0,0,2,0,0,0,0,6,2,4,0,0,0,
628,Joey Slye,29,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,
629,Joe Tryon-Shoyinka,26,2TM,DL,16,0,0,0,0,0,0,0,0,0,0,0,0,22,10,12,1,2,0,
629,Joe Tryon-Shoyinka,26,CLE,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,1,0,
629,Joe Tryon-Shoyinka,26,CHI,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,1,1,0,
630,Princely Umanmielen,23,CAR,OLB,16,0,0,0,0,0,0,1,0,1,0,0,1.5,24,13,11,2,4,0,
631,Joey Bosa,30,BUF,DE,15,15,0,0,0,0,2,5,0,0,0,0,5,29,17,12,9,16,0,
632,Bryan Bresee,24,NOR,DT,15,15,0,0,0,0,3,1,0,0,0,0,2.5,37,15,22,5,8,0,
633,Coby Bryant,26,SEA,FS,15,15,4,43,0,28,7,1,1,0,0,0,0,66,39,27,4,0,0,
634,Adam Butler,31,LVR,DT,15,15,0,0,0,0,0,0,0,1,0,0,1,50,20,30,3,5,0,
635,Jeremy Chinn,27,LVR,S,15,15,0,0,0,0,2,2,0,0,0,0,1,114,63,51,3,2,0,
636,Nico Collins,26,HOU,WR,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PB
637,Maxx Crosby,28,LVR,DE,15,15,1,19,0,19,6,2,0,0,0,0,10,73,45,28,28,20,0,PB
638,Dylan Fairchild,22,CIN,OG,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
639,Leonard Floyd,33,ATL,DE,15,15,0,0,0,0,1,0,0,0,0,0,3.5,19,6,13,5,11,0,
640,Anton Harrison,23,JAX,OL,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
641,Jaylinn Hawkins,28,NWE,S,15,15,4,1,0,1,6,1,0,1,0,0,1.5,71,45,26,3,5,0,
642,Marlon Humphrey,29,BAL,CB,15,15,4,54,0,27,13,2,0,1,0,0,1,68,53,15,3,3,0,
643,Josh Jacobs,27,GNB,RB,15,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
644,Jauan Jennings,28,SFO,WR,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
645,Ernest Jones,26,SEA,LB,15,15,5,150,1,85,7,0,0,0,0,0,0.5,126,60,66,4,1,0,AP-2
646,Devin Lloyd,27,JAX,LB,15,15,5,135,1,99,7,0,0,1,2,0,1.5,81,35,46,6,10,0,PBAP-2
647,Jordan Love,27,GNB,QB,15,15,0,0,0,0,0,0,7,5,-6,0,0,0,0,0,0,0,0,
648,Darnell Mooney,28,ATL,WR,15,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
649,Daron Payne,28,WAS,DT,15,15,0,0,0,0,5,1,0,0,0,0,3,46,20,26,7,8,1,
650,Justin Reid,28,NOR,S,15,15,1,49,1,49,6,0,0,0,0,0,0.5,72,37,35,2,1,0,
651,Christian Rozeboom,28,CAR,LB,15,15,1,20,0,20,3,1,0,1,0,0,2,122,59,63,7,2,0,
652,Jeffery Simmons,28,TEN,DT,15,15,0,0,0,0,3,3,0,0,0,0,11,67,39,28,17,21,1,PBAP-1
653,Geno Smith,35,LVR,QB,15,15,0,0,0,0,0,0,4,3,-2,0,0,0,0,0,0,0,0,
654,Roquan Smith,28,BAL,LB,15,15,0,0,0,0,3,0,0,1,63,1,0,130,76,54,5,4,0,PB
655,AJ Terrell,27,ATL,CB,15,15,0,0,0,0,12,2,0,0,0,0,0,68,49,19,1,0,0,
656,Jalen Thompson,27,ARI,S,15,15,0,0,0,0,6,1,0,0,0,0,1,95,58,37,2,0,0,
657,Denzel Ward,28,CLE,CB,15,15,1,13,0,13,9,0,0,0,0,0,0,39,29,10,2,0,0,PB
658,Jaylen Watson,27,KAN,CB,15,15,2,14,0,14,6,0,0,0,0,0,2,64,42,22,3,2,0,
659,Donovan Wilson,30,DAL,S,15,15,2,21,0,21,5,1,0,0,0,0,0,71,39,32,3,0,0,
660,Michael Danna,28,KAN,DE,15,14,1,10,0,10,1,0,0,0,0,0,1,25,8,17,3,4,0,
661,Tee Higgins,26,CIN,WR,15,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PB
662,Harold Landry,29,NWE,OLB,15,14,0,0,0,0,0,1,0,0,0,0,8.5,49,27,22,10,19,0,
663,Will McDonald,26,NYJ,DE,15,14,0,0,0,0,0,0,0,0,0,0,8,30,19,11,10,19,0,
664,Rasul Douglas,30,MIA,CB,15,13,2,43,0,38,13,1,0,0,0,0,1,62,37,25,2,2,0,
665,Christian Elliss,26,NWE,LB,15,13,0,0,0,0,3,1,0,0,0,0,0,94,39,55,0,3,0,
666,Mack Hollins,32,NWE,WR,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
667,Tarheeb Still,23,LAC,CB,15,13,0,0,0,0,7,0,0,0,0,0,0,53,37,16,5,2,0,
668,Kyle Van Noy,34,BAL,OLB,15,13,1,11,0,11,4,0,0,0,0,0,2,20,12,8,4,9,0,
669,Montaric Brown,26,JAX,CB,15,12,2,0,0,0,12,0,0,0,0,0,0,51,43,8,0,0,0,
670,Ashtyn Davis,29,MIA,S,15,12,1,21,0,21,4,1,0,0,0,0,0,65,43,22,3,0,0,
671,Xavier Legette,24,CAR,WR,15,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
672,Sam Okuayinonu,27,SFO,DL,15,12,0,0,0,0,0,1,0,0,0,0,3,39,23,16,6,7,0,
