Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2025,WEEK 18,FINAL,Sunday,January 4th,MIA,10.0,NE,38.0
2025,WEEK 18,FINAL,Sunday,January 4th,WAS,24.0,PHI,17.0
2025,WEEK 18,FINAL,Sunday Night Football,January 4th,BAL,24.0,PIT,26.0
2025,WILD CARD WEEKEND,FINAL,Saturday,January 10th,LAR,34.0,CAR,31.0
2025,WILD CARD WEEKEND,FINAL,Saturday,January 10th,GB,27.0,CHI,31.0
2025,WILD CARD WEEKEND,FINAL,Sunday,January 11th,BUF,27.0,JAX,24.0
2025,WILD CARD WEEKEND,FINAL,Sunday,January 11th,SF,23.0,PHI,19.0
2025,WILD CARD WEEKEND,FINAL,Sunday,January 11th,LAC,3.0,NE,16.0
2025,WILD CARD WEEKEND,FINAL,Monday,January 12th,HOU,30.0,PIT,6.0
2025,WILD CARD WEEKEND,Clinched Playoffs,,,DEN,,,
2025,WILD CARD WEEKEND,Clinched Playoffs,,,SEA,,,
2025,DIVISIONAL PLAYOFFS,FINAL,Saturday,January 17th,BUF,30.0,DEN,33.0
2025,DIVISIONAL PLAYOFFS,FINAL,Saturday,January 17th,SF,6.0,SEA,41.0
2025,DIVISIONAL PLAYOFFS,FINAL,Sunday,January 18th,HOU,16.0,NE,28.0
2025,DIVISIONAL PLAYOFFS,FINAL,Sunday,January 18th,LAR,20.0,CHI,17.0
2025,CONFERENCE CHAMPIONSHIPS,FINAL,Sunday,January 25th,NE,10.0,DEN,7.0
2025,CONFERENCE CHAMPIONSHIPS,FINAL,Sunday,January 25th,LAR,27.0,SEA,31.0
2025,SUPER BOWL,FINAL,Sunday,February 8th,SEA,29.0,NE,13.0
